0,1,max_intersection_similarity,jaccard_similarity,spacy_similarity
6329,mentioning us retweeting us socials december thank helping us growing commons stack community spreading message,TEC5,TEC15,TEC1
6330,mentioning us retweeting us socials december thank helping us growing commons stack community spreading message,TEC5,TEC15,TEC1
6331,mentioning us retweeting us socials december thank helping us growing commons stack community spreading message,TEC5,TEC15,TEC1
6332,mentioning us retweeting us socials december thank helping us growing commons stack community spreading message,TEC5,TEC15,TEC1
6333,mentioning us retweeting us socials december thank helping us growing commons stack community spreading message,TEC5,TEC15,TEC1
6334,mentioning us retweeting us socials december thank helping us growing commons stack community spreading message,TEC5,TEC15,TEC1
6335,mentioning us retweeting us socials december thank helping us growing commons stack community spreading message,TEC5,TEC15,TEC1
6336,mentioning us retweeting us socials december thank helping us growing commons stack community spreading message,TEC5,TEC15,TEC1
6337,joining tec weekly sync,TEC15,TEC15,TEC15
6338,influence making experience tec something unforgettable motivating enlightening much gratitude admiration respect,TEC15,TEC15,TEC16
6339,mentioning us retweeting us socials december thank helping us growing commons stack community spreading message,TEC5,TEC15,TEC1
6340,amazing team moving mountains present connecting many fronts,,,TEC2
6341,influence making experience tec something unforgettable motivating enlightening much gratitude admiration respect,TEC15,TEC15,TEC16
6342,influence making experience tec something unforgettable motivating enlightening much gratitude admiration respect,TEC15,TEC15,TEC16
6343,influence making experience tec something unforgettable motivating enlightening much gratitude admiration respect,TEC15,TEC15,TEC16
6344,influence making experience tec something unforgettable motivating enlightening much gratitude admiration respect,TEC15,TEC15,TEC16
6345,joining commons stack simulator sync continuing push us public release,TEC5,TEC5,TEC2
6346,mentioning retweeting commons stack september also saying hi chat bot could recognize praise still tastes good even months later,TEC5,TEC16,TEC2
6347,10h work integrating impact hour app tec template deploying smart contracts xdai,TEC5,TEC15,TEC14
6348,working 5h implementing impact hours aragon app tests still done https github com tecommons impact hours app,TEC5,TEC8,TEC5
6349,4h work testing launching hatch demo everything prepared need redeploy graph,TEC6,TEC6,TEC2
6350,3h work onboarding adria going review smart contracts discussing fiore best way show hatch goals cstk limit cultural tribute hatch frontend,TEC6,TEC6,TEC2
6351,many hours spend coding go unnoticed many times,,,TEC2
6352,subject matter experts efforts decentralized coordination,,,TEC4
6353,attending last week tech spec meeting,TEC5,TEC5,TEC2
6354,amazing work done carrib community,TEC15,TEC15,TEC1
6355,awesome accomplishments tec project,TEC15,TEC15,TEC15
6356,joining cagatio event last thursday,,,TEC1
6357,joining commons stack simulator sync continuing push project finish line,TEC5,TEC8,TEC2
6358,hitting first milestone commons simulator,TEC5,TEC5,TEC5
6359,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6360,many hours spend coding go unnoticed many times,,,TEC2
6361,many hours spend coding go unnoticed many times,,,TEC2
6362,many hours spend coding go unnoticed many times,,,TEC2
6363,legal workings also attending meetings,TEC4,TEC4,TEC4
6364,hard work legal recommendations working forum post,TEC4,TEC4,TEC1
6365,hard work legal forum post,TEC4,TEC4,TEC1
6366,subject matter experts efforts decentralized coordination,,,TEC4
6367,brilliant work legal,TEC4,TEC4,TEC4
6368,valued input nice holiday cheer week onboarding wg sync,TEC6,TEC6,TEC1
6369,joining cagatio event last thursday,,,TEC1
6370,joining book club last week,,,TEC2
6371,interactions mateo,,,TEC17
6372,hatch params call,TEC3,TEC6,TEC3
6373,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6374,joining last soft gov call,TEC2,TEC2,TEC2
6375,communications wg call today amazing discussions feedback get clarity focus,TEC1,TEC1,TEC1
6376,legal workings also attending meetings,TEC4,TEC4,TEC4
6377,legal workings also attending meetings,TEC4,TEC4,TEC4
6378,legal workings also attending meetings,TEC4,TEC4,TEC4
6379,legal workings also attending meetings,TEC4,TEC4,TEC4
6380,legal workings also attending meetings,TEC4,TEC4,TEC4
6381,fun blog post round,TEC1,TEC1,TEC1
6382,lot work see,,,TEC2
6383,filling glossary section forum,TEC1,TEC1,TEC1
6384,gitcoin grant thank yous rounding holidays infos calendar,,,TEC1
6385,subject matter experts efforts decentralized coordination,,,TEC4
6386,work outside community also listening every call,TEC15,TEC15,TEC2
6387,valued input nice holiday cheer week onboarding wg sync,TEC6,TEC6,TEC1
6388,joining cagatio event last thursday,,,TEC1
6389,hatch params call,TEC3,TEC6,TEC3
6390,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6391,communications wg call today amazing discussions feedback get clarity focus,TEC1,TEC1,TEC1
6392,work glossary section forum thank,TEC1,TEC1,TEC1
6393,awesome accomplishments tec project,TEC15,TEC15,TEC15
6394,great idea adding praise bot swiss membership dapp channel,TEC5,TEC16,TEC1
6395,taking leading dao book club governing commons yesterday continuing every week,TEC5,TEC5,TEC2
6396,leading book club week every call ability listen gather information every one gives point view,,,TEC2
6397,working many iterations tec intro video,TEC15,TEC15,TEC10
6398,recording gravity cagatio event rock,TEC10,TEC10,TEC10
6399,recording wild praisemas,TEC10,TEC10,TEC10
6400,welcoming comes getting involved community,TEC15,TEC15,TEC2
6401,joining cagatio event last thursday,,,TEC1
6402,joining book club last week,,,TEC2
6403,valued input nice holiday cheer week onboarding wg sync,TEC6,TEC6,TEC1
6404,hatch params call,TEC3,TEC6,TEC3
6405,joining last soft gov call,TEC2,TEC2,TEC2
6406,communications wg call today amazing discussions feedback get clarity focus,TEC1,TEC1,TEC1
6407,recordings mostly genuine,,,TEC10
6408,subject matter experts efforts decentralized coordination,,,TEC4
6409,valued input nice holiday cheer week onboarding wg sync,TEC6,TEC6,TEC1
6410,joining book club last week,,,TEC2
6411,hatch params call,TEC3,TEC6,TEC3
6412,communications wg call today amazing discussions feedback get clarity focus,TEC1,TEC1,TEC1
6413,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6414,joining last soft gov call,TEC2,TEC2,TEC2
6415,attending last week tech spec meeting,TEC5,TEC5,TEC2
6416,recordings mostly genuine,,,TEC10
6417,recordings mostly genuine,,,TEC10
6418,recordings mostly genuine,,,TEC10
6419,awesome accomplishments tec project,TEC15,TEC15,TEC15
6420,hardwork sponnet2 work towards commons miss guys,TEC5,TEC5,TEC2
6421,amazing work lab keeping recorded every week rock,TEC9,TEC9,TEC10
6422,attending last week tech spec meeting,TEC5,TEC5,TEC2
6423,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6424,amazing tec lab offering,TEC9,TEC9,TEC9
6425,amazing tec lab offering,TEC9,TEC9,TEC9
6426,amazing tec lab offering,TEC9,TEC9,TEC9
6427,amazing tec lab offering,TEC9,TEC9,TEC9
6428,updating commons simulator ui closing issues github,TEC5,TEC8,TEC5
6429,help reaching awesome milestone going release simulator donors gitcoin grant tonight everything merged master starting look dreamy https sim commonsstack org,,,TEC2
6430,joining merge master party happening right push puppy finish line,TEC3,TEC3,TEC2
6431,hitting first milestone commons simulator,TEC5,TEC5,TEC5
6432,joining commons stack simulator sync continuing push project finish line,TEC5,TEC8,TEC2
6433,joining commons stack simulator sync yesterday continuing push project finish line,TEC5,TEC8,TEC2
6434,joining dev team bringing attention detail ui making designer happy,TEC5,TEC5,TEC1
6435,help reaching awesome milestone going release simulator donors gitcoin grant tonight everything merged master starting look dreamy https sim commonsstack org,,,TEC2
6436,joining merge master party happening right push puppy finish line,TEC3,TEC3,TEC2
6437,hitting first milestone commons simulator,TEC5,TEC5,TEC5
6438,joining commons stack simulator sync continuing push project finish line,TEC5,TEC8,TEC2
6439,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6440,joining commons stack simulator sync yesterday continuing push project finish line,TEC5,TEC8,TEC2
6441,joining commons stack simulator sync sooooo close issues tackle,TEC5,TEC5,TEC5
6442,taking care simulation backend,,,TEC14
6443,help reaching awesome milestone going release simulator donors gitcoin grant tonight everything merged master starting look dreamy https sim commonsstack org,,,TEC2
6444,joining merge master party happening right push puppy finish line,TEC3,TEC3,TEC2
6445,hitting first milestone commons simulator,TEC5,TEC5,TEC5
6446,joining commons stack simulator sync yesterday continuing push project finish line,TEC5,TEC8,TEC2
6447,taking care simulation backend,,,TEC14
6448,helping juan community building colombia inviting giveth,TEC15,TEC15,TEC15
6449,overall presence stability mind work gravity,TEC17,TEC17,TEC17
6450,joining cagatio event last thursday,,,TEC1
6451,hatch params call,TEC3,TEC6,TEC3
6452,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6453,joining last soft gov call,TEC2,TEC2,TEC2
6454,communications wg call today amazing discussions feedback get clarity focus,TEC1,TEC1,TEC1
6455,overall presence stability mind work gravity,TEC17,TEC17,TEC17
6456,overall presence stability mind work gravity,TEC17,TEC17,TEC17
6457,overall presence stability mind work gravity,TEC17,TEC17,TEC17
6458,contributions looking forward read philosophy channel,TEC7,TEC7,TEC1
6459,feedback funding proposal forum post,TEC1,TEC1,TEC1
6460,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6461,contributions looking forward read philosophy channel,TEC7,TEC7,TEC1
6462,many insightful contributions dao book club governing commons steering chapter session well,TEC5,TEC5,TEC1
6463,joining book club last week,,,TEC2
6464,joining last soft gov call,TEC2,TEC2,TEC2
6465,leading book club last week helpful giving suggestions tongga attending community call last thursday,TEC15,TEC15,TEC1
6466,work hours monday tuesday wednesday integrated latest hatch contract changes xdai deployment hatch connector frontend worked market maker connector implementing event mapping functions tonga recorded session,TEC6,TEC6,TEC1
6467,amazing development hatch connector using graph protocol support last days new awesome hatch frontend,TEC6,TEC6,TEC5
6468,many hours spend coding go unnoticed many times,,,TEC2
6469,valued input nice holiday cheer week onboarding wg sync,TEC6,TEC6,TEC1
6470,attending last week tech spec meeting,TEC5,TEC5,TEC2
6471,many hours spend coding go unnoticed many times,,,TEC2
6472,many hours spend coding go unnoticed many times,,,TEC2
6473,many hours spend coding go unnoticed many times,,,TEC2
6474,everything everyday,,,TEC16
6475,everything everyday,,,TEC16
6476,everything everyday,,,TEC16
6477,everything everyday,,,TEC16
6478,everything everyday,,,TEC16
6479,giving nice welcome kewin,,,TEC16
6480,giving praise powers,TEC16,TEC16,TEC16
6481,everything everyday,,,TEC16
6482,everything everyday,,,TEC16
6483,everything everyday,,,TEC16
6484,everything everyday,,,TEC16
6485,everything everyday,,,TEC16
6486,giving nice welcome kewin,,,TEC16
6487,adding praise bot enabling ppl dish praise,TEC16,TEC16,TEC16
6488,attending last week tech spec meeting,TEC5,TEC5,TEC2
6489,providing figma comments latest tec website marko,TEC1,TEC15,TEC1
6490,communications wg call today amazing discussions feedback get clarity focus,TEC1,TEC1,TEC1
6491,hatch params call,TEC3,TEC6,TEC3
6492,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6493,valued input nice holiday cheer week onboarding wg sync,TEC6,TEC6,TEC1
6494,hitting first milestone commons simulator,TEC5,TEC5,TEC5
6495,onboarding mateo tec project,TEC6,TEC15,TEC15
6496,bringing tam project excellent leader person,TEC8,TEC8,TEC2
6497,subject matter experts efforts decentralized coordination,,,TEC4
6498,joining cagatio event last thursday,,,TEC1
6499,joining book club last week,,,TEC2
6500,joining last soft gov call,TEC2,TEC2,TEC2
6501,finding dlt project ps forgot defi thingy shared tec general discord channel 5hrs ago,TEC1,TEC15,TEC5
6502,joining commons stack simulator sync sooooo close issues tackle,TEC5,TEC5,TEC5
6503,hard work legal forum post,TEC4,TEC4,TEC1
6504,fun blog post round,TEC1,TEC1,TEC1
6505,giving praise powers,TEC16,TEC16,TEC16
6506,basically lectures dao book club,,,TEC1
6507,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6508,basically lectures dao book club,,,TEC1
6509,help reaching awesome milestone going release simulator donors gitcoin grant tonight everything merged master starting look dreamy https sim commonsstack org,,,TEC2
6510,joining merge master party happening right push puppy finish line,TEC3,TEC3,TEC2
6511,hitting first milestone commons simulator,TEC5,TEC5,TEC5
6512,joining commons stack simulator sync continuing push project finish line,TEC5,TEC8,TEC2
6513,joining commons stack simulator sync yesterday continuing push project finish line,TEC5,TEC8,TEC2
6514,joining commons stack simulator sync sooooo close issues tackle,TEC5,TEC5,TEC5
6515,mentioning praise commons stack recent overview article https www coindesk com daos good bad ugly,TEC5,TEC16,TEC1
6516,keeping hard problem solve bringing commons visual place,TEC5,TEC5,TEC2
6517,figma tec website,TEC1,TEC15,TEC15
6518,amazing animation compilation images tec branding,TEC15,TEC15,TEC10
6519,continuing hard work making branding,,,TEC1
6520,giving feedback yb overlay creating logos looks fantastic,,,TEC1
6521,help reaching awesome milestone going release simulator donors gitcoin grant tonight everything merged master starting look dreamy https sim commonsstack org,,,TEC2
6522,joining commons stack simulator sync continuing push project finish line,TEC5,TEC8,TEC2
6523,hitting first milestone commons simulator,TEC5,TEC5,TEC5
6524,joining commons stack simulator sync yesterday continuing push project finish line,TEC5,TEC8,TEC2
6525,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6526,amazing animation compilation images tec branding,TEC15,TEC15,TEC10
6527,fun blog post round,TEC1,TEC1,TEC1
6528,spending hours talking providing guidance feedback tec website design marko,TEC1,TEC15,TEC1
6529,subject matter experts efforts decentralized coordination,,,TEC4
6530,warm welcome gave beginning warm welcome gives everyone,,,TEC16
6531,always available help everybody,,,TEC2
6532,valued input nice holiday cheer week onboarding wg sync,TEC6,TEC6,TEC1
6533,communications wg call today amazing discussions feedback get clarity focus,TEC1,TEC1,TEC1
6534,warm welcome gave tam,,,TEC16
6535,joining cagatio event last thursday,,,TEC1
6536,interactions mateo,,,TEC17
6537,teaching telegram triks,TEC1,TEC1,TEC16
6538,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6539,joining last soft gov call,TEC2,TEC2,TEC2
6540,warm welcome gave beginning warm welcome gives everyone,,,TEC16
6541,warm welcome gave beginning warm welcome gives everyone,,,TEC16
6542,warm welcome gave beginning warm welcome gives everyone,,,TEC16
6543,softgov work dao book club also attending calls,,,TEC1
6544,onboarding wg forum post,TEC1,TEC6,TEC1
6545,subject matter experts efforts decentralized coordination,,,TEC4
6546,amazing person,,,TEC16
6547,welcoming comes getting involved community,TEC15,TEC15,TEC2
6548,valued input nice holiday cheer week onboarding wg sync,TEC6,TEC6,TEC1
6549,feedback funding proposal forum post,TEC1,TEC1,TEC1
6550,warm welcome gave tam,,,TEC16
6551,joining book club last week,,,TEC2
6552,interactions mateo,,,TEC17
6553,hatch params call,TEC3,TEC6,TEC3
6554,softgov work dao book club also attending calls,,,TEC1
6555,softgov work dao book club also attending calls,,,TEC1
6556,softgov work dao book club also attending calls,,,TEC1
6557,help reaching awesome milestone going release simulator donors gitcoin grant tonight everything merged master starting look dreamy https sim commonsstack org,,,TEC2
6558,joining commons stack simulator sync continuing push project finish line,TEC5,TEC8,TEC2
6559,joining commons stack simulator sync yesterday continuing push project finish line,TEC5,TEC8,TEC2
6560,joining commons stack simulator sync sooooo close issues tackle,TEC5,TEC5,TEC5
6561,amazing intros sunday funday workdays,,,TEC6
6562,amazing intros sunday funday workdays,,,TEC6
6563,awesome gifs memes,,,TEC1
6564,attending last week tech spec meeting,TEC5,TEC5,TEC2
6565,playing design tennis providing constructive critics feedback tec website design helped get unstuck get closer final visual direction marko,TEC1,TEC1,TEC1
6566,communications wg call today amazing discussions feedback get clarity focus,TEC1,TEC1,TEC1
6567,dive gods war gods peace history telling make want read book badly,,,TEC2
6568,hatch params call dishing praise jaja,TEC3,TEC16,TEC3
6569,valued input nice holiday cheer week onboarding wg sync,TEC6,TEC6,TEC1
6570,subject matter experts efforts decentralized coordination,,,TEC4
6571,joining last soft gov call,TEC2,TEC2,TEC2
6572,amazing intros sunday funday workdays,,,TEC6
6573,forum post,TEC1,TEC1,TEC1
6574,forum post,TEC1,TEC1,TEC1
6575,4h work sunday monday new ui tec interface,TEC15,TEC15,TEC5
6576,hours work tec hatch design,TEC1,TEC15,TEC15
6577,attending last week tech spec meeting,TEC5,TEC5,TEC2
6578,subject matter experts efforts decentralized coordination,,,TEC4
6579,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6580,amazing energy work predisposition,,,TEC2
6581,subject matter experts efforts decentralized coordination,,,TEC4
6582,warm everyone helping projects,,,TEC2
6583,valued input nice holiday cheer week onboarding wg sync,TEC6,TEC6,TEC1
6584,welcoming comes getting involved community,TEC15,TEC15,TEC2
6585,feedback funding proposal forum post,TEC1,TEC1,TEC1
6586,joining cagatio event last thursday,,,TEC1
6587,joining book club last week,,,TEC2
6588,attending last week tech spec meeting,TEC5,TEC5,TEC2
6589,communications wg call today amazing discussions feedback get clarity focus,TEC1,TEC1,TEC1
6590,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6591,amazing energy work predisposition,,,TEC2
6592,amazing energy work predisposition,,,TEC2
6593,amazing energy work predisposition,,,TEC2
6594,overall presence stability mind work gravity,TEC17,TEC17,TEC17
6595,overall presence stability mind work gravity,TEC17,TEC17,TEC17
6596,overall presence stability mind work gravity,TEC17,TEC17,TEC17
6597,hatch params call,TEC3,TEC6,TEC3
6598,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6599,onboarding mateo tec project,TEC6,TEC15,TEC15
6600,making sure conflict resolutions community,TEC17,TEC15,TEC2
6601,subject matter experts efforts decentralized coordination,,,TEC4
6602,joining cagatio event last thursday,,,TEC1
6603,joining book club last week,,,TEC2
6604,joining last soft gov call,TEC2,TEC2,TEC2
6605,overall presence stability mind work gravity,TEC17,TEC17,TEC17
6606,help reaching awesome milestone going release simulator donors gitcoin grant tonight everything merged master starting look dreamy https sim commonsstack org,,,TEC2
6607,hitting first milestone commons simulator,TEC5,TEC5,TEC5
6608,joining commons stack simulator sync continuing push project finish line,TEC5,TEC8,TEC2
6609,help reaching awesome milestone going release simulator donors gitcoin grant tonight everything merged master starting look dreamy https sim commonsstack org,,,TEC2
6610,joining commons stack simulator sync yesterday continuing push project finish line,TEC5,TEC8,TEC2
6611,joining commons stack simulator sync sooooo close issues tackle,TEC5,TEC5,TEC5
6612,joining cagatio event last thursday,,,TEC1
6613,present call,,,TEC2
6614,attending last week tech spec meeting,TEC5,TEC5,TEC2
6615,help reaching awesome milestone going release simulator donors gitcoin grant tonight everything merged master starting look dreamy https sim commonsstack org,,,TEC2
6616,hitting first milestone commons simulator,TEC5,TEC5,TEC5
6617,lot work see,,,TEC2
6618,easy going energy,,,TEC2
6619,preparing spreadsheet every week thank much,,,TEC2
6620,help reaching awesome milestone going release simulator donors gitcoin grant tonight everything merged master starting look dreamy https sim commonsstack org,,,TEC2
6621,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6622,easy going energy,,,TEC2
6623,help reaching awesome milestone going release simulator donors gitcoin grant tonight everything merged master starting look dreamy https sim commonsstack org,,,TEC2
6624,hitting first milestone commons simulator,TEC5,TEC5,TEC5
6625,recording wild praisemas,TEC10,TEC10,TEC10
6626,recording cagatio event super fun watch,TEC10,TEC10,TEC10
6627,help reaching awesome milestone going release simulator donors gitcoin grant tonight everything merged master starting look dreamy https sim commonsstack org,,,TEC2
6628,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6629,joining cagatio event last thursday,,,TEC1
6630,present call,,,TEC2
6631,2h work changes designs colors components missing devbox,,,TEC2
6632,always needed amazing solve hatch frontend ux ui problems,TEC6,TEC6,TEC5
6633,attending last week tech spec meeting,TEC5,TEC5,TEC2
6634,help reaching awesome milestone going release simulator donors gitcoin grant tonight everything merged master starting look dreamy https sim commonsstack org,,,TEC2
6635,joining book club last week,,,TEC2
6636,joining last soft gov call,TEC2,TEC2,TEC2
6637,inviting community meditation,TEC15,TEC15,TEC15
6638,offering fight good fight bots mod,,,TEC2
6639,subject matter experts efforts decentralized coordination,,,TEC4
6640,valued input nice holiday cheer week onboarding wg sync,TEC6,TEC6,TEC1
6641,participating community building efforts latin america,TEC15,TEC15,TEC15
6642,joining cagatio event last thursday,,,TEC1
6643,valued input nice holiday cheer week onboarding wg sync,TEC6,TEC6,TEC1
6644,joining last soft gov call,TEC2,TEC2,TEC2
6645,communications wg call today amazing discussions feedback get clarity focus,TEC1,TEC1,TEC1
6646,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6647,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6648,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6649,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6650,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6651,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6652,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6653,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6654,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6655,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6656,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6657,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6658,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6659,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6660,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6661,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6662,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6663,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6664,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6665,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6666,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6667,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6668,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6669,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6670,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6671,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6672,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6673,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6674,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6675,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6676,donating commons stack iteration gitcoin grant helping us raise 000 dai build future high functioning public goods focused economies,TEC2,TEC13,TEC2
6677,warm welcome gave tam,,,TEC16
6678,joining cagatio event last thursday,,,TEC1
6679,coming calls always great see join,,,TEC2
6680,communications wg call today amazing discussions feedback get clarity focus,TEC1,TEC1,TEC1
6681,joining te praise channel welcome,TEC16,TEC16,TEC16
6682,communications wg call today amazing discussions feedback get clarity focus,TEC1,TEC1,TEC1
6683,incentiveless jumping praise quantification saturday adding much discussion improve quantification system,TEC16,TEC16,TEC2
6684,updating ih chart https tokenengineeringtest herokuapp com,,,TEC5
6685,answering questions channel,,,TEC1
6686,energy supporting communications working group super appreciate taking time work together,TEC1,TEC1,TEC2
6687,reviewing dapp critical legal eye,TEC5,TEC4,TEC4
6688,joining bookclub yesterday amazing see room full thanks presence reflections commitment,,,TEC16
6689,joining soft gov wg always much fun share time,TEC2,TEC2,TEC2
6690,productive onboarding wg weekly sync proposals hatchers guides,TEC6,TEC6,TEC6
6691,fascinating informational deep dive dandelion voting parameters,TEC2,TEC3,TEC2
6692,inviting josh getting involved te project,TEC8,TEC8,TEC2
6693,figuring sourcecred,,,TEC4
6694,cs dev diagrams,TEC5,TEC5,TEC5
6695,running legal wg keeping things track,TEC4,TEC4,TEC4
6696,joining tec community call week,TEC15,TEC15,TEC15
6697,attending today impact hours deep dive looking forward parameter sets,,,TEC2
6698,insights difficult questions productivity today legal wg weekly sync thanks also coach b dr llau anja double shoutout santi leading,TEC4,TEC4,TEC1
6699,showing forum posts contributing,TEC1,TEC1,TEC1
6700,presence reflections sharing comms wg meeting today,TEC1,TEC1,TEC1
6701,joining book club today,,,TEC1
6702,reviewing latest tec news article providing great ideas additions,TEC1,TEC15,TEC1
6703,inconditional help guidance gravity working group,TEC17,TEC17,TEC17
6704,productive onboarding wg thank much contributing,TEC6,TEC6,TEC1
6705,much legal group always available help groups legal stuff,TEC4,TEC4,TEC4
6706,amazing job gravity wg agreements calls,TEC17,TEC17,TEC4
6707,hard work stewards tec,TEC15,TEC15,TEC15
6708,joining tec community call week,TEC15,TEC15,TEC15
6709,joining last soft gov meeting thanks much presence contributions,TEC2,TEC2,TEC2
6710,joining tec agreements hack session today,TEC15,TEC15,TEC2
6711,joining last legal meeting,TEC4,TEC4,TEC4
6712,incentiveless jumping praise quantification saturday adding much discussion improve quantification system,TEC16,TEC16,TEC2
6713,beating goal pullups,,,TEC2
6714,energy supporting communications working group super appreciate taking time work together,TEC1,TEC1,TEC2
6715,youtube channel amazing reviewed yesterday book club comms,TEC10,TEC10,TEC1
6716,joining bookclub yesterday amazing see room full thanks presence reflections commitment,,,TEC16
6717,joining soft gov wg always much fun share time,TEC2,TEC2,TEC2
6718,productive onboarding wg weekly sync proposals hatchers guides,TEC6,TEC6,TEC6
6719,fascinating informational deep dive dandelion voting parameters,TEC2,TEC3,TEC2
6720,amazing able talk everything giving feedback help us develop professionals,,,TEC1
6721,livestreaming community call recording youtube videos,TEC10,TEC10,TEC10
6722,joining tec community call week,TEC15,TEC15,TEC15
6723,yesterday gravity wg call trying tailor best ways allow resilient integral antifragle human relationships community getting best different points view,TEC17,TEC15,TEC2
6724,attending today impact hours deep dive looking forward parameter sets,,,TEC2
6725,insights difficult questions productivity today legal wg weekly sync thanks also coach b dr llau anja double shoutout santi leading,TEC4,TEC4,TEC1
6726,building transparency manifesto,TEC10,TEC15,TEC2
6727,attending caribe eth getting commons ideas spanish speaking community,TEC5,TEC15,TEC15
6728,presence reflections sharing comms wg meeting today,TEC1,TEC1,TEC1
